#title	Energy_deposit_(MeV)_in_the_absorber
#partle	Am241
#absorb	G4_Au
#Abs s	1.8
#Abs t	0.03
#Act s	1.5
#Act t	0.005
#n_done	1.000000e+05
#n_set	1.000000e+05
#nbins	4002

#E_l (MeV)	counts
5.64798	0
5.64801	0
5.64805	0
5.64809	0
5.64813	0
5.64816	0
5.6482	0
5.64824	0
5.64827	0
5.64831	0
5.64835	0
5.64839	0
5.64843	0
5.64846	0
5.6485	0
5.64854	0
5.64858	0
5.64861	0
5.64865	0
5.64869	0
5.64873	0
5.64876	0
5.6488	0
5.64884	0
5.64888	0
5.64891	0
5.64895	0
5.64899	0
5.64902	0
5.64906	0
5.6491	0
5.64914	0
5.64918	0
5.64921	0
5.64925	0
5.64929	0
5.64933	0
5.64936	0
5.6494	0
5.64944	0
5.64948	0
5.64951	0
5.64955	0
5.64959	0
5.64963	0
5.64966	0
5.6497	0
5.64974	0
5.64977	0
5.64981	0
5.64985	0
5.64989	0
5.64993	0
5.64996	0
5.65	0
