#title	Energy_deposit_(MeV)_in_the_absorber
#partle	Am241
#absorb	G4_Au
#Abs s	1.8
#Abs t	0.03
#Act s	1.5
#Act t	0.005
#n_done	1.000000e+05
#n_set	1.000000e+05
#nbins	4002

#E_l (MeV)	counts
5.57373	0
5.57376	0
5.5738	0
5.57384	0
5.57388	0
5.57391	0
5.57395	0
5.57399	0
5.57402	0
5.57406	0
5.5741	0
5.57414	0
5.57418	0
5.57421	0
5.57425	0
5.57429	0
5.57432	0
5.57436	0
5.5744	0
5.57444	0
5.57448	0
5.57451	0
5.57455	0
5.57459	0
5.57463	0
5.57466	0
5.5747	0
5.57474	0
5.57477	0
5.57481	0
5.57485	0
5.57489	0
5.57493	0
5.57496	0
5.575	0
5.57504	0
5.57508	0
5.57511	0
5.57515	0
5.57519	0
5.57523	0
5.57526	0
5.5753	0
5.57534	0
5.57538	0
5.57541	0
5.57545	0
5.57549	0
5.57552	0
5.57556	0
5.5756	0
5.57564	0
5.57568	0
5.57571	0
5.57575	0
5.57579	0
5.57583	0
5.57586	0
5.5759	0
5.57594	0
5.57598	0
5.57601	0
5.57605	1
5.57609	0
5.57613	0
5.57616	0
5.5762	0
5.57624	0
5.57627	1
5.57631	1
5.57635	1
5.57639	0
5.57643	4
5.57646	1
5.5765	4
5.57654	3
5.57658	4
5.57661	5
5.57665	3
5.57669	5
5.57673	13
5.57676	13
5.5768	20
5.57684	28
5.57688	28
5.57691	28
5.57695	42
5.57699	36
5.57702	45
5.57706	59
5.5771	65
5.57714	70
5.57718	70
5.57721	116
5.57725	111
5.57729	147
5.57733	150
5.57736	178
5.5774	184
5.57744	212
5.57747	227
5.57751	270
5.57755	298
5.57759	310
5.57763	288
5.57766	349
5.5777	400
5.57774	419
5.57777	427
5.57781	445
5.57785	524
5.57789	557
5.57793	573
5.57796	575
5.578	646
5.57804	644
5.57808	624
5.57811	700
5.57815	686
5.57819	681
5.57822	710
5.57826	678
5.5783	658
5.57834	726
5.57838	664
5.57841	635
5.57845	656
5.57849	632
5.57852	625
5.57856	567
5.5786	537
5.57864	566
5.57868	552
5.57871	486
5.57875	423
5.57879	409
5.57883	401
5.57886	375
5.5789	352
5.57894	288
5.57897	287
5.57901	243
5.57905	225
5.57909	209
5.57913	190
5.57916	184
5.5792	145
5.57924	158
5.57927	136
5.57931	86
5.57935	95
5.57939	92
5.57943	74
5.57946	50
5.5795	56
5.57954	43
5.57958	48
5.57961	40
5.57965	26
5.57969	28
5.57972	19
5.57976	15
5.5798	15
5.57984	10
5.57988	9
5.57991	12
5.57995	9
5.57999	1
5.58003	4
5.58006	2
5.5801	3
5.58014	2
5.58018	0
5.58021	3
5.58025	0
5.58029	1
5.58033	4
5.58036	2
5.5804	1
5.58044	1
5.58047	0
5.58051	1
5.58055	1
5.58059	1
5.58063	0
5.58066	0
5.5807	0
5.58074	3
5.58078	1
5.58081	0
5.58085	0
5.58089	0
5.58093	2
5.58096	1
5.581	0
5.58104	2
5.58108	0
5.58111	1
5.58115	0
5.58119	0
5.58122	0
5.58126	0
5.5813	0
5.58134	0
5.58138	1
5.58141	0
5.58145	1
5.58149	0
5.58153	0
5.58156	0
5.5816	1
5.58164	0
5.58168	4
5.58171	2
5.58175	0
5.58179	0
5.58183	1
5.58186	0
5.5819	1
5.58194	1
5.58197	1
5.58201	0
5.58205	2
5.58209	3
5.58213	4
5.58216	2
5.5822	2
5.58224	2
5.58228	0
5.58231	0
5.58235	1
5.58239	0
5.58243	3
5.58246	0
5.5825	3
5.58254	1
5.58258	0
5.58261	1
5.58265	0
5.58269	0
5.58272	4
5.58276	0
5.5828	1
5.58284	1
5.58288	1
5.58291	2
5.58295	1
5.58299	2
5.58303	0
5.58306	0
5.5831	1
5.58314	0
5.58317	1
5.58321	1
5.58325	1
5.58329	1
5.58333	0
5.58336	0
5.5834	1
5.58344	2
5.58347	0
5.58351	2
5.58355	1
5.58359	1
5.58363	1
5.58366	2
5.5837	0
5.58374	1
5.58378	0
5.58381	1
5.58385	2
5.58389	2
5.58392	1
5.58396	1
5.584	0
5.58404	0
5.58408	1
5.58411	1
5.58415	1
5.58419	0
5.58422	1
5.58426	0
5.5843	0
5.58434	1
5.58438	1
5.58441	2
5.58445	0
5.58449	0
5.58453	1
5.58456	0
5.5846	0
5.58464	1
5.58467	1
5.58471	0
5.58475	1
5.58479	1
5.58483	0
5.58486	0
5.5849	0
5.58494	0
5.58498	0
5.58501	2
5.58505	0
5.58509	0
5.58513	0
5.58516	1
5.5852	1
5.58524	0
5.58528	3
5.58531	0
5.58535	0
5.58539	0
5.58542	2
5.58546	1
5.5855	0
5.58554	2
5.58558	1
5.58561	1
5.58565	0
5.58569	2
5.58573	2
5.58576	1
5.5858	0
5.58584	1
5.58588	1
5.58591	1
5.58595	1
5.58599	0
5.58603	0
5.58606	1
5.5861	1
5.58614	0
5.58617	1
5.58621	0
5.58625	0
5.58629	1
5.58633	1
5.58636	1
5.5864	1
5.58644	0
5.58648	0
5.58651	0
5.58655	0
5.58659	0
5.58663	0
5.58666	1
5.5867	2
5.58674	1
5.58678	0
5.58681	2
5.58685	3
5.58689	0
5.58692	1
5.58696	1
5.587	1
5.58704	0
5.58708	2
5.58711	0
5.58715	2
5.58719	0
5.58723	0
5.58726	0
5.5873	0
5.58734	1
5.58738	0
5.58741	1
5.58745	1
5.58749	0
5.58753	1
5.58756	0
5.5876	0
5.58764	2
5.58767	0
5.58771	0
5.58775	1
5.58779	1
5.58783	0
5.58786	0
5.5879	0
5.58794	0
5.58798	1
5.58801	2
5.58805	4
5.58809	0
5.58812	0
5.58816	3
5.5882	1
5.58824	1
5.58828	0
5.58831	0
5.58835	0
5.58839	0
5.58842	1
5.58846	2
5.5885	0
5.58854	0
5.58858	1
5.58861	0
5.58865	1
5.58869	1
5.58873	1
5.58876	0
5.5888	1
5.58884	0
5.58887	1
5.58891	2
5.58895	0
5.58899	2
5.58903	0
5.58906	2
5.5891	0
5.58914	0
5.58918	0
5.58921	0
5.58925	1
5.58929	0
5.58933	0
5.58936	0
5.5894	1
5.58944	0
5.58948	0
5.58951	0
5.58955	0
5.58959	0
5.58962	0
5.58966	0
5.5897	0
5.58974	1
5.58978	0
5.58981	1
5.58985	1
5.58989	1
5.58993	0
5.58996	0
5.59	0
5.59004	0
5.59008	0
5.59011	0
5.59015	0
5.59019	1
5.59023	0
5.59026	2
5.5903	0
5.59034	0
5.59037	0
5.59041	1
5.59045	0
5.59049	0
5.59053	0
5.59056	1
5.5906	0
5.59064	1
5.59068	0
5.59071	1
5.59075	0
5.59079	0
5.59083	0
5.59086	0
5.5909	1
5.59094	1
5.59098	0
5.59101	0
5.59105	1
5.59109	0
5.59112	1
5.59116	0
5.5912	1
5.59124	1
5.59128	0
5.59131	0
5.59135	0
5.59139	0
5.59143	0
5.59146	1
5.5915	0
5.59154	0
5.59158	2
5.59161	0
5.59165	1
5.59169	0
5.59173	1
5.59176	0
5.5918	1
5.59184	0
5.59187	0
5.59191	0
5.59195	0
5.59199	0
5.59203	0
5.59206	2
5.5921	0
5.59214	0
5.59218	0
5.59221	0
5.59225	1
5.59229	1
5.59233	1
5.59236	2
5.5924	0
5.59244	0
5.59248	1
5.59251	0
5.59255	1
5.59259	0
5.59262	1
5.59266	1
5.5927	0
5.59274	0
5.59278	0
5.59281	0
5.59285	2
5.59289	0
5.59293	0
5.59296	1
5.593	1
5.59304	1
5.59307	0
5.59311	2
5.59315	1
5.59319	0
5.59323	0
5.59326	0
5.5933	1
5.59334	1
5.59337	2
5.59341	0
5.59345	0
5.59349	3
5.59353	2
5.59356	1
5.5936	0
5.59364	2
5.59368	1
5.59371	0
5.59375	1
5.59379	2
5.59382	2
5.59386	0
5.5939	2
5.59394	0
5.59398	0
5.59401	1
5.59405	1
5.59409	0
5.59413	1
5.59416	1
5.5942	1
5.59424	0
5.59428	0
5.59431	2
5.59435	2
5.59439	0
5.59443	1
5.59446	5
5.5945	0
5.59454	1
5.59457	1
5.59461	0
5.59465	6
5.59469	1
5.59473	0
5.59476	0
5.5948	3
5.59484	0
5.59488	0
5.59491	1
5.59495	1
5.59499	1
5.59503	1
5.59506	2
5.5951	2
5.59514	0
5.59518	0
5.59521	1
5.59525	2
5.59529	0
5.59532	0
5.59536	1
5.5954	0
5.59544	1
5.59548	0
5.59551	0
5.59555	2
5.59559	3
5.59563	2
5.59566	0
5.5957	0
5.59574	1
5.59578	0
5.59581	0
5.59585	1
5.59589	1
5.59593	2
5.59596	1
5.596	0
5.59604	0
5.59607	0
5.59611	0
5.59615	0
5.59619	1
5.59623	1
5.59626	0
5.5963	0
5.59634	1
5.59638	0
5.59641	0
5.59645	0
5.59649	0
5.59653	0
5.59656	2
5.5966	1
5.59664	1
5.59668	1
5.59671	0
5.59675	0
5.59679	0
5.59682	0
5.59686	0
5.5969	0
5.59694	1
5.59698	1
5.59701	1
5.59705	0
5.59709	1
5.59713	2
5.59716	0
5.5972	0
5.59724	0
5.59728	0
5.59731	0
5.59735	0
5.59739	0
5.59743	0
5.59746	2
5.5975	0
5.59754	0
5.59757	0
5.59761	0
5.59765	1
5.59769	0
5.59773	0
5.59776	0
5.5978	1
5.59784	0
5.59788	0
5.59791	0
5.59795	0
5.59799	1
5.59802	1
5.59806	0
5.5981	0
5.59814	0
5.59818	0
5.59821	0
5.59825	0
5.59829	0
5.59832	0
5.59836	0
5.5984	0
5.59844	3
5.59848	0
5.59851	2
5.59855	0
5.59859	0
5.59863	0
5.59866	0
5.5987	0
5.59874	0
5.59877	0
5.59881	0
5.59885	1
5.59889	0
5.59893	0
5.59896	0
5.599	0
5.59904	0
5.59908	0
5.59911	0
5.59915	0
5.59919	0
5.59923	0
5.59926	0
5.5993	1
5.59934	0
5.59938	0
5.59941	0
5.59945	1
5.59949	2
5.59952	0
5.59956	1
5.5996	0
5.59964	0
5.59968	0
5.59971	0
5.59975	0
5.59979	0
5.59983	1
5.59986	0
5.5999	1
5.59994	2
5.59998	1
5.60001	0
5.60005	1
5.60009	0
5.60013	0
5.60016	1
5.6002	0
5.60024	0
5.60027	0
5.60031	0
5.60035	0
5.60039	0
5.60043	0
5.60046	0
5.6005	1
5.60054	0
5.60058	0
5.60061	1
5.60065	0
5.60069	1
5.60073	0
5.60076	1
5.6008	3
5.60084	0
5.60088	0
5.60091	1
5.60095	1
5.60099	0
5.60102	0
5.60106	1
5.6011	0
5.60114	1
5.60118	0
5.60121	0
5.60125	0
5.60129	1
5.60133	1
5.60136	1
5.6014	0
5.60144	0
5.60148	1
5.60151	0
5.60155	0
5.60159	0
5.60163	0
5.60166	0
5.6017	0
5.60174	0
5.60177	1
5.60181	0
5.60185	0
5.60189	0
5.60193	0
5.60196	0
5.602	0
5.60204	0
5.60208	0
5.60211	1
5.60215	0
5.60219	1
5.60223	0
5.60226	0
5.6023	0
5.60234	0
5.60238	0
5.60241	1
5.60245	0
5.60249	0
5.60252	1
5.60256	2
5.6026	0
5.60264	0
5.60268	1
5.60271	0
5.60275	1
5.60279	1
5.60283	0
5.60286	0
5.6029	0
5.60294	0
5.60297	0
5.60301	0
5.60305	1
5.60309	0
5.60313	0
5.60316	0
5.6032	0
5.60324	2
5.60328	1
5.60331	0
5.60335	0
5.60339	0
5.60343	0
5.60346	1
5.6035	0
5.60354	0
5.60358	2
5.60361	1
5.60365	0
5.60369	0
5.60372	0
5.60376	0
5.6038	0
5.60384	1
5.60388	0
5.60391	2
5.60395	0
5.60399	1
5.60403	1
5.60406	1
5.6041	1
5.60414	0
5.60418	0
5.60421	0
5.60425	1
5.60429	0
5.60433	1
5.60436	0
5.6044	2
5.60444	1
5.60447	0
5.60451	1
5.60455	1
5.60459	0
5.60463	2
5.60466	1
5.6047	2
5.60474	1
5.60478	1
5.60481	2
5.60485	2
5.60489	1
5.60493	2
5.60496	0
5.605	0
5.60504	0
5.60508	0
5.60511	3
5.60515	1
5.60519	0
5.60522	2
5.60526	2
5.6053	0
5.60534	0
5.60538	1
5.60541	1
5.60545	1
5.60549	1
5.60553	1
5.60556	1
5.6056	0
5.60564	0
5.60568	0
5.60571	0
5.60575	1
5.60579	1
5.60583	0
5.60586	1
5.6059	1
5.60594	0
5.60597	0
5.60601	1
5.60605	1
5.60609	1
5.60613	0
5.60616	0
5.6062	0
5.60624	1
5.60628	0
5.60631	0
5.60635	0
5.60639	0
5.60643	0
5.60646	1
5.6065	0
5.60654	0
5.60658	0
5.60661	1
5.60665	0
5.60669	1
5.60672	0
5.60676	0
5.6068	0
5.60684	0
5.60688	0
5.60691	1
5.60695	0
5.60699	1
5.60703	0
5.60706	0
5.6071	0
5.60714	0
5.60718	0
5.60721	0
5.60725	0
5.60729	0
5.60733	0
5.60736	1
5.6074	1
5.60744	0
5.60747	1
5.60751	0
5.60755	1
5.60759	1
5.60763	1
5.60766	1
5.6077	0
5.60774	0
5.60778	1
5.60781	1
5.60785	1
5.60789	0
5.60792	0
5.60796	0
5.608	0
5.60804	0
5.60808	0
5.60811	0
5.60815	0
5.60819	1
5.60823	0
5.60826	0
5.6083	0
5.60834	0
5.60838	0
5.60841	0
5.60845	1
5.60849	0
5.60853	0
5.60856	1
5.6086	0
5.60864	2
5.60867	0
5.60871	0
5.60875	0
5.60879	0
5.60883	0
5.60886	0
5.6089	0
5.60894	0
5.60898	0
5.60901	0
5.60905	0
5.60909	0
5.60913	1
5.60916	1
5.6092	0
5.60924	0
5.60928	1
5.60931	0
5.60935	0
5.60939	0
5.60942	2
5.60946	0
5.6095	0
5.60954	1
5.60958	1
5.60961	0
5.60965	1
5.60969	0
5.60973	0
5.60976	0
5.6098	0
5.60984	0
5.60988	0
5.60991	0
5.60995	0
5.60999	3
5.61003	0
5.61006	1
5.6101	0
5.61014	0
5.61017	1
5.61021	1
5.61025	1
5.61029	2
5.61033	1
5.61036	2
5.6104	3
5.61044	1
5.61048	2
5.61051	1
5.61055	4
5.61059	4
5.61063	2
5.61066	4
5.6107	1
5.61074	4
5.61078	5
5.61081	5
5.61085	1
5.61089	4
5.61092	3
5.61096	4
5.611	3
5.61104	6
5.61108	4
5.61111	9
5.61115	6
5.61119	6
5.61123	5
5.61126	8
5.6113	8
5.61134	12
5.61138	8
5.61141	9
5.61145	12
5.61149	10
5.61153	14
5.61156	5
5.6116	8
5.61164	8
5.61167	9
5.61171	7
5.61175	8
5.61179	5
5.61183	5
5.61186	6
5.6119	7
5.61194	3
5.61198	7
5.61201	9
5.61205	6
5.61209	2
5.61213	1
5.61216	5
5.6122	3
5.61224	2
5.61228	3
5.61231	4
5.61235	0
5.61239	4
5.61242	1
5.61246	1
5.6125	1
5.61254	2
5.61258	1
5.61261	0
5.61265	1
5.61269	0
5.61273	0
5.61276	1
5.6128	2
5.61284	1
5.61288	1
5.61291	2
5.61295	0
5.61299	0
5.61303	3
5.61306	0
5.6131	1
5.61314	1
5.61318	0
5.61321	0
5.61325	1
5.61329	0
5.61333	1
5.61336	0
5.6134	0
5.61344	0
5.61348	0
5.61351	0
5.61355	0
5.61359	0
5.61362	0
5.61366	0
5.6137	0
5.61374	0
5.61378	1
5.61381	0
5.61385	0
5.61389	0
5.61393	0
5.61396	0
5.614	1
5.61404	0
5.61408	0
5.61411	1
5.61415	0
5.61419	1
5.61423	0
5.61426	0
5.6143	0
5.61434	0
5.61437	0
5.61441	0
5.61445	1
5.61449	0
5.61453	1
5.61456	1
5.6146	0
5.61464	0
5.61468	0
5.61471	0
5.61475	0
5.61479	0
5.61483	1
5.61486	1
5.6149	2
5.61494	0
5.61498	1
5.61501	1
5.61505	0
5.61509	1
5.61512	0
5.61516	0
5.6152	0
5.61524	0
5.61528	0
5.61531	0
5.61535	3
5.61539	0
5.61543	3
5.61546	0
5.6155	0
5.61554	1
5.61558	0
5.61561	0
5.61565	0
5.61569	1
5.61573	2
5.61576	0
5.6158	2
5.61584	3
5.61587	2
5.61591	1
5.61595	0
5.61599	2
5.61603	1
5.61606	3
5.6161	2
5.61614	3
5.61618	1
5.61621	3
5.61625	0
5.61629	3
5.61633	3
5.61636	7
5.6164	5
5.61644	1
5.61648	2
5.61651	4
5.61655	2
5.61659	1
5.61662	3
5.61666	2
5.6167	8
5.61674	4
5.61678	2
5.61681	2
5.61685	4
5.61689	3
5.61693	4
5.61696	3
5.617	4
5.61704	5
5.61708	1
5.61711	5
5.61715	5
5.61719	3
5.61723	5
5.61726	7
5.6173	1
5.61734	3
5.61738	0
5.61741	4
5.61745	3
5.61749	2
5.61753	1
5.61756	3
5.6176	0
5.61764	2
5.61768	2
5.61771	0
5.61775	0
5.61779	0
5.61782	1
5.61786	1
5.6179	1
5.61794	0
5.61798	1
5.61801	0
5.61805	1
5.61809	0
5.61813	0
5.61816	0
5.6182	1
5.61824	0
5.61828	2
5.61831	1
5.61835	0
5.61839	1
5.61843	0
5.61846	0
5.6185	0
5.61854	0
5.61857	0
5.61861	0
5.61865	0
5.61869	0
5.61873	0
5.61876	0
5.6188	0
5.61884	1
5.61888	2
5.61891	2
5.61895	1
5.61899	0
5.61903	0
5.61906	2
5.6191	1
5.61914	1
5.61918	2
5.61921	1
5.61925	1
5.61929	2
5.61932	1
5.61936	2
5.6194	3
5.61944	1
5.61948	2
5.61951	3
5.61955	0
5.61959	3
5.61963	4
5.61966	3
5.6197	3
5.61974	1
5.61978	3
5.61981	5
5.61985	7
5.61989	4
5.61993	6
5.61996	3
5.62	5
5.62004	1
5.62007	3
5.62011	1
5.62015	1
5.62019	4
5.62023	2
5.62026	6
5.6203	3
5.62034	7
5.62038	3
5.62041	5
5.62045	2
5.62049	4
5.62053	3
5.62056	3
5.6206	0
5.62064	4
5.62068	3
5.62071	2
5.62075	1
5.62079	3
5.62082	4
5.62086	4
5.6209	3
5.62094	2
5.62098	1
5.62101	2
5.62105	1
5.62109	1
5.62113	2
5.62116	0
5.6212	1
5.62124	0
5.62128	1
5.62131	2
5.62135	3
5.62139	0
5.62143	0
5.62146	2
5.6215	4
5.62154	0
5.62157	2
5.62161	2
5.62165	1
5.62169	1
5.62173	0
5.62176	0
5.6218	1
5.62184	1
5.62188	0
5.62191	0
5.62195	1
5.62199	2
5.62203	1
5.62206	0
5.6221	1
5.62214	1
5.62218	0
5.62221	1
5.62225	1
5.62229	1
5.62233	0
5.62236	1
5.6224	0
5.62244	0
5.62248	0
5.62251	1
5.62255	0
5.62259	0
5.62263	0
5.62266	0
5.6227	0
5.62274	0
5.62278	0
5.62281	0
5.62285	0
5.62289	0
5.62293	1
5.62296	0
5.623	0
5.62304	1
5.62308	1
5.62311	0
5.62315	0
5.62319	0
5.62323	0
5.62326	0
5.6233	0
5.62334	1
5.62338	0
5.62341	1
5.62345	1
5.62349	0
5.62352	0
5.62356	0
5.6236	1
5.62364	1
5.62368	0
5.62371	0
5.62375	0
5.62379	1
5.62383	1
5.62386	2
5.6239	1
5.62394	0
5.62398	0
5.62401	1
5.62405	0
5.62409	0
5.62413	1
5.62416	1
5.6242	1
5.62424	0
5.62427	0
5.62431	3
5.62435	1
5.62439	2
5.62443	0
5.62446	0
5.6245	2
5.62454	0
5.62458	0
5.62461	2
5.62465	0
5.62469	0
5.62473	4
5.62476	0
5.6248	0
5.62484	0
5.62488	0
5.62491	1
5.62495	1
5.62499	3
5.62502	0
5.62506	1
5.6251	3
5.62514	2
5.62518	2
5.62521	1
5.62525	0
5.62529	2
5.62533	2
5.62536	0
5.6254	1
5.62544	3
5.62548	4
5.62551	2
5.62555	3
5.62559	4
5.62563	1
5.62566	4
5.6257	1
5.62574	2
5.62577	2
5.62581	7
5.62585	2
5.62589	5
5.62593	5
5.62596	2
5.626	6
5.62604	8
5.62608	5
5.62611	13
5.62615	6
5.62619	3
5.62623	6
5.62626	6
5.6263	4
5.62634	10
5.62638	8
5.62641	8
5.62645	5
5.62649	6
5.62652	6
5.62656	3
5.6266	8
5.62664	5
5.62668	10
5.62671	6
5.62675	3
5.62679	7
5.62683	7
5.62686	4
5.6269	1
5.62694	3
5.62698	0
5.62701	3
5.62705	2
5.62709	4
5.62713	1
5.62716	5
5.6272	0
5.62724	2
5.62728	2
5.62731	1
5.62735	3
5.62739	3
5.62743	1
5.62746	2
5.6275	0
5.62754	2
5.62758	1
5.62761	0
5.62765	2
5.62769	3
5.62772	1
5.62776	0
5.6278	1
5.62784	1
5.62788	2
5.62791	3
5.62795	4
5.62799	1
5.62803	3
5.62806	3
5.6281	5
5.62814	3
5.62818	2
5.62821	1
5.62825	3
5.62829	4
5.62833	1
5.62836	1
5.6284	1
5.62844	0
5.62847	0
5.62851	4
5.62855	0
5.62859	4
5.62863	2
5.62866	0
5.6287	1
5.62874	2
5.62878	4
5.62881	2
5.62885	2
5.62889	0
5.62893	1
5.62896	3
5.629	1
5.62904	0
5.62908	0
5.62911	1
5.62915	1
5.62919	0
5.62922	1
5.62926	0
5.6293	0
5.62934	0
5.62938	1
5.62941	1
5.62945	0
5.62949	0
5.62953	0
5.62956	0
5.6296	1
5.62964	0
5.62968	0
5.62971	2
5.62975	0
5.62979	0
5.62983	1
5.62986	0
5.6299	0
5.62994	1
5.62997	1
5.63001	0
5.63005	0
5.63009	0
5.63013	0
5.63016	0
5.6302	1
5.63024	0
5.63028	0
5.63031	0
5.63035	0
5.63039	0
5.63043	0
5.63046	0
5.6305	0
5.63054	1
5.63058	0
5.63061	0
5.63065	0
5.63069	0
5.63072	0
5.63076	0
5.6308	0
5.63084	0
5.63088	1
5.63091	0
5.63095	0
5.63099	0
5.63103	0
5.63106	0
5.6311	1
5.63114	0
5.63118	0
5.63121	0
5.63125	0
5.63129	0
5.63133	0
5.63136	0
5.6314	0
5.63144	0
5.63148	1
5.63151	1
5.63155	0
5.63159	0
5.63163	0
5.63166	0
5.6317	0
5.63174	0
5.63178	0
5.63181	0
5.63185	0
5.63189	0
5.63193	1
5.63196	0
5.632	0
5.63204	0
5.63208	0
5.63211	0
5.63215	0
5.63219	0
5.63223	0
5.63226	0
5.6323	0
5.63234	0
5.63238	0
5.63241	0
5.63245	0
5.63249	0
5.63253	0
5.63256	0
5.6326	0
5.63264	0
5.63268	1
5.63271	0
5.63275	0
5.63279	0
5.63283	0
5.63286	1
5.6329	0
5.63294	0
5.63298	0
5.63301	1
5.63305	1
5.63309	0
5.63313	0
5.63316	0
5.6332	0
5.63324	0
5.63328	0
5.63331	0
5.63335	0
5.63339	0
5.63342	0
5.63346	0
5.6335	0
5.63354	0
5.63358	0
5.63361	0
5.63365	0
5.63369	0
5.63373	0
5.63376	0
5.6338	1
5.63384	0
5.63388	0
5.63391	0
5.63395	0
5.63399	1
5.63403	1
5.63406	0
5.6341	0
5.63414	0
5.63417	1
5.63421	0
5.63425	0
5.63429	0
5.63433	0
5.63436	0
5.6344	0
5.63444	0
5.63448	1
5.63451	1
5.63455	0
5.63459	0
5.63463	0
5.63466	0
5.6347	0
5.63474	0
5.63478	0
5.63481	0
5.63485	0
5.63489	0
5.63492	1
5.63496	0
5.635	0
5.63504	1
5.63508	2
5.63511	0
5.63515	0
5.63519	0
5.63523	0
5.63526	0
5.6353	0
5.63534	0
5.63538	1
5.63541	0
5.63545	1
5.63549	0
5.63553	0
5.63556	0
5.6356	0
5.63564	1
5.63567	1
5.63571	4
5.63575	4
5.63579	2
5.63583	3
5.63586	2
5.6359	3
5.63594	6
5.63598	3
5.63601	10
5.63605	2
5.63609	16
5.63613	9
5.63616	23
5.6362	16
5.63624	29
5.63628	34
5.63631	48
5.63635	37
5.63639	48
5.63643	53
5.63646	90
5.6365	106
5.63654	103
5.63658	126
5.63661	153
5.63665	189
5.63669	182
5.63673	236
5.63676	301
5.6368	293
5.63684	381
5.63688	429
5.63691	472
5.63695	542
5.63699	615
5.63703	656
5.63706	720
5.6371	781
5.63714	881
5.63718	936
5.63721	1071
5.63725	1054
5.63729	1198
5.63733	1317
5.63736	1439
5.6374	1518
5.63744	1535
5.63748	1582
5.63751	1711
5.63755	1750
5.63759	1836
5.63762	1810
5.63766	1931
5.6377	1942
5.63774	2019
5.63778	1997
5.63781	2065
5.63785	2089
5.63789	2062
5.63793	1937
5.63796	2087
5.638	1903
5.63804	1905
5.63808	1885
5.63811	1826
5.63815	1711
5.63819	1685
5.63823	1550
5.63826	1483
5.6383	1452
5.63834	1304
5.63837	1267
5.63841	1229
5.63845	1050
5.63849	1034
5.63853	876
5.63856	845
5.6386	708
5.63864	682
5.63868	606
5.63871	532
5.63875	477
5.63879	441
5.63883	414
5.63886	328
5.6389	278
5.63894	242
5.63898	209
5.63901	181
5.63905	183
5.63909	141
5.63912	120
5.63916	109
5.6392	94
5.63924	74
5.63928	54
5.63931	48
5.63935	40
5.63939	40
5.63943	24
5.63946	19
5.6395	19
5.63954	13
5.63958	11
5.63961	15
5.63965	13
5.63969	1
5.63973	4
5.63976	6
5.6398	3
5.63984	1
5.63987	0
5.63991	1
5.63995	0
5.63999	2
5.64003	2
5.64006	1
5.6401	0
5.64014	0
5.64018	1
5.64021	0
5.64025	0
5.64029	0
5.64033	0
5.64036	0
5.6404	1
5.64044	0
5.64048	0
5.64051	0
5.64055	0
5.64059	0
5.64063	0
5.64066	0
5.6407	0
5.64074	0
5.64078	0
5.64081	0
5.64085	0
5.64089	0
5.64093	0
5.64096	0
5.641	0
5.64104	0
5.64108	0
5.64111	0
5.64115	0
5.64119	0
5.64123	0
5.64126	0
5.6413	0
5.64134	0
5.64138	0
5.64141	0
5.64145	0
5.64149	0
5.64153	0
5.64156	0
5.6416	0
5.64164	0
5.64168	0
5.64171	0
5.64175	0
5.64179	0
5.64183	0
5.64186	0
5.6419	0
5.64194	0
5.64198	0
5.64201	0
5.64205	0
5.64209	0
5.64213	0
5.64216	0
5.6422	0
5.64224	0
5.64228	0
5.64231	0
5.64235	0
5.64239	0
5.64243	0
5.64246	0
5.6425	0
5.64254	0
5.64258	0
5.64261	0
5.64265	0
5.64269	0
5.64273	0
5.64276	0
5.6428	0
5.64284	0
5.64288	0
5.64291	0
5.64295	0
5.64299	0
5.64303	0
5.64306	0
5.6431	0
5.64314	0
5.64318	0
5.64321	0
5.64325	0
5.64329	0
5.64332	0
5.64336	0
5.6434	0
5.64344	0
5.64348	0
5.64351	0
5.64355	0
5.64359	0
5.64363	0
5.64366	0
5.6437	0
5.64374	0
5.64378	0
5.64381	0
5.64385	0
5.64389	0
5.64393	0
5.64396	0
5.644	0
5.64404	0
5.64407	0
5.64411	0
5.64415	0
5.64419	0
5.64423	0
5.64426	0
5.6443	0
5.64434	0
5.64438	0
5.64441	0
5.64445	0
5.64449	0
5.64453	0
5.64456	0
5.6446	0
5.64464	0
5.64468	0
5.64471	0
5.64475	0
5.64479	0
5.64482	0
5.64486	0
5.6449	0
5.64494	0
5.64498	0
5.64501	0
5.64505	0
5.64509	0
5.64513	0
5.64516	0
5.6452	0
5.64524	0
5.64528	0
5.64531	0
5.64535	0
5.64539	0
5.64543	0
5.64546	0
5.6455	0
5.64554	0
5.64558	0
5.64561	0
5.64565	0
5.64569	0
5.64573	0
5.64576	0
5.6458	0
5.64584	0
5.64588	0
5.64591	0
5.64595	0
5.64599	0
5.64603	0
5.64606	0
5.6461	0
5.64614	0
5.64618	0
5.64621	0
5.64625	0
5.64629	0
5.64633	0
5.64636	0
5.6464	0
5.64644	0
5.64648	0
5.64651	0
5.64655	0
5.64659	0
5.64663	0
5.64666	0
5.6467	0
5.64674	0
5.64678	0
5.64681	0
5.64685	0
5.64689	0
5.64693	0
5.64696	0
5.647	0
5.64704	0
5.64708	0
5.64711	0
5.64715	0
5.64719	0
5.64723	0
5.64726	0
5.6473	0
5.64734	0
5.64738	0
5.64741	0
5.64745	0
5.64749	0
5.64752	0
5.64756	0
5.6476	0
5.64764	0
5.64768	0
5.64771	0
5.64775	0
5.64779	0
5.64783	0
5.64786	0
5.6479	0
5.64794	0
